1VPL, 0.205354, 0.007750, 0.142617, 0.054987
4TXC, 0.217950, 0.001726, 0.201117, 0.015106
2Y7J, 4.214141, 0.084398, 3.012742, 1.117001
4C8D, 0.637990, 0.000620, 0.620649, 0.016721
5CLW, 1.485393, 0.000044, 0.756257, 0.729092
4JJA, 0.019884, 0.000159, 0.017320, 0.002405
4UYI, 0.212073, 0.000712, 0.206133, 0.005228
3IR3, 6.190123, 0.305018, 5.016127, 0.868978
3UW9, 2.031197, 0.034731, 1.797556, 0.198910
3P2C, 1.281561, 0.042738, 0.913744, 0.325079
1O5Z, 6.757753, 1.368793, 3.210700, 2.178260
4RU2, 1.192173, 0.007452, 1.061517, 0.123204
4CVO, 2.935211, 0.404523, 1.432987, 1.097701
4AP8, 0.874705, 0.001604, 0.862418, 0.010684
3P1A, 2.122080, 0.001165, 1.206420, 0.914494
4B9D, 1.221221, 0.000042, 0.635066, 0.586113
3ZHP, 0.034845, 0.000021, 0.034824, 0.000000
4QTB, 1.312059, 0.125579, 0.838270, 0.348210
4YLL, 0.077599, 0.000121, 0.076660, 0.000819
1Z9T, 6.391381, 0.122380, 4.390295, 1.878706
4BW5, 1.114680, 0.007579, 1.084759, 0.022342
1VQ3, 6.146031, 0.528161, 3.876918, 1.740952
3Q4U, 2.781772, 0.063144, 2.523864, 0.194764
2AH6, 3.390238, 0.016097, 2.263063, 1.111078
3MBH, 11.431931, 0.419420, 7.615946, 3.396566
4USF, 1.395648, 0.000436, 0.759410, 0.635802
4CUR, 2.533643, 0.034392, 2.121270, 0.377981
4XDJ, 1.559885, 0.010414, 1.494586, 0.054885
3T7L, 1.578946, 0.000900, 1.099400, 0.478646
3NPF, 2.753115, 0.242989, 1.417708, 1.092418
3QQM, 0.766607, 0.069210, 0.438867, 0.258530
4BC6, 0.862611, 0.004802, 0.736256, 0.121553
4LII, 1.733209, 0.152900, 1.106039, 0.474270
2F8J, 27.588823, 1.683789, 17.006258, 8.898777
5AIK, 10.158339, 1.300783, 5.567450, 3.290105
4LOP, 1.026091, 0.000001, 0.576973, 0.449118
4Y8D, 1.037155, 0.058909, 0.753046, 0.225200
4LOQ, 5.195932, 0.033429, 3.512697, 1.649806
3QVE, 0.051781, 0.001701, 0.045065, 0.005015
5AHR, 0.321513, 0.000053, 0.312727, 0.008734
4WSQ, 2.712486, 0.190714, 1.603373, 0.918399
3B9T, 1.971909, 0.042358, 1.659939, 0.269611
5AGA, 10.096014, 0.294959, 7.280326, 2.520729
3LM5, 11.980225, 0.300442, 8.122523, 3.557259
3HMI, 2.543367, 0.004029, 1.602442, 0.936896
4GPV, 0.971959, 0.002201, 0.790976, 0.178782
4IB2, 1.661542, 0.016474, 1.564034, 0.081033
4GHN, 0.655904, 0.001512, 0.566442, 0.087950
4NR5, 0.249605, 0.000023, 0.234418, 0.015164
4QTE, 0.354474, 0.008483, 0.319433, 0.026557
4M0N, 5.514178, 0.785174, 2.704951, 2.024052
3PFE, 1.646352, 0.099717, 0.905050, 0.641585
3M81, 18.301926, 0.555233, 13.078009, 4.668685
3MDY, 3.012227, 0.349355, 1.473983, 1.188889
2A2M, 4.111017, 0.011967, 2.855600, 1.243450
2QJ8, 12.010775, 0.346533, 8.323482, 3.340760
3UVY, 0.000112, 0.000000, 0.000096, 0.000016
4H4J, 0.002893, 0.000281, 0.001968, 0.000643
2XDP, 1.328661, 0.009220, 1.280375, 0.039066
4FR4, 4.088643, 0.422137, 2.740782, 0.925724
3PXP, 0.609310, 0.020718, 0.484325, 0.104267
4Z6H, 0.470275, 0.027265, 0.350498, 0.092512
1VJ2, 4.065667, 0.026263, 2.329926, 1.709479
3QTH, 1.209676, 0.000467, 0.960516, 0.248692
4YLJ, 0.439207, 0.000144, 0.438859, 0.000204
3ZWF, 3.751923, 0.220110, 2.758123, 0.773690
4QBM, 8.096552, 0.182479, 5.409734, 2.504338
2QNL, 1.579661, 0.205945, 0.814655, 0.559060
3NFV, 4.897766, 0.285889, 3.433968, 1.177910
3RF7, 4.025863, 0.103601, 2.959148, 0.963115
3MS5, 2.195083, 0.041883, 2.007930, 0.145271
4L0N, 3.751646, 0.764888, 1.695266, 1.291491
2RHA, 3.195105, 0.038417, 2.514790, 0.641898
4FXV, 3.532574, 0.000273, 2.256139, 1.276163
4OUQ, 0.086900, 0.000718, 0.067542, 0.018639
2X57, 6.442576, 0.122837, 4.413626, 1.906113
4EPS, 1.290184, 0.224162, 0.600214, 0.465807
3QXB, 4.365345, 0.534578, 2.205202, 1.625565
4R1M, 1.221478, 0.091669, 0.744482, 0.385328
4F53, 2.542108, 0.045235, 2.002544, 0.494330
4EI0, 5.931911, 0.320824, 4.373097, 1.237990
2WZ9, 1.386733, 0.110024, 0.907868, 0.368840
5BT5, 0.027136, 0.000032, 0.026430, 0.000673
4V0P, 5.231447, 1.276962, 2.145498, 1.808987
3LUB, 4.799479, 0.230774, 4.023417, 0.545289
2P7H, 4.840636, 0.056787, 3.390378, 1.393471
3S95, 0.717040, 0.055493, 0.501661, 0.159886
4CO8, 0.790841, 0.001792, 0.608265, 0.180783
4UML, 0.119307, 0.000601, 0.090433, 0.028272
5FTA, 0.000167, 0.000000, 0.000154, 0.000013
4EIU, 8.268034, 0.179819, 5.916591, 2.171624
3EMW, 5.691825, 0.466071, 3.263363, 1.962391
3QNF, 11.836775, 0.759768, 7.585761, 3.491247
1O4U, 7.864897, 0.139193, 5.419301, 2.306403
2G36, 1.737248, 0.033838, 1.471855, 0.231556
3O8S, 1.892479, 0.029891, 1.637194, 0.225394
4QY4, 0.000326, 0.000046, 0.000178, 0.000102
4URA, 2.919539, 0.390373, 1.674667, 0.854499
4QU6, 0.247243, 0.027022, 0.169679, 0.050542
1J5T, 1.013274, 0.060263, 0.813706, 0.139305
4YME, 3.857173, 0.316965, 2.208350, 1.331859
3TYT, 1.329655, 0.011659, 1.187051, 0.130945
2HBO, 4.120764, 0.136521, 2.954022, 1.030221
4ORL, 0.325478, 0.000747, 0.322499, 0.002232
4UY4, 0.012839, 0.000710, 0.010681, 0.001448
5AK8, 0.926844, 0.011461, 0.777698, 0.137686
3SC3, 1.528079, 0.034944, 1.311457, 0.181678
4UIJ, 6.126837, 0.098431, 4.157818, 1.870587
5CLT, 2.859364, 0.000056, 1.733183, 1.126124
4DIP, 0.459835, 0.001682, 0.448286, 0.009867
4NR6, 5.949604, 0.256955, 4.242750, 1.449899
3R8E, 0.903801, 0.002170, 0.859203, 0.042428
2X4F, 0.084373, 0.003047, 0.070006, 0.011320
4UUU, 0.362641, 0.003299, 0.346040, 0.013303
2QWZ, 4.178893, 0.050325, 2.608274, 1.520294
4BKP, 0.051875, 0.000011, 0.051848, 0.000017
3QZB, 0.457217, 0.010821, 0.375018, 0.071378
3L39, 0.000569, 0.000024, 0.000520, 0.000024
5AJQ, 0.873776, 0.024625, 0.709209, 0.139942
3ZP5, 2.468886, 0.295210, 1.180203, 0.993473
4CRI, 1.493261, 0.000415, 0.941398, 0.551448
2FTZ, 4.473862, 0.113899, 2.851427, 1.508536
4CKR, 4.124488, 0.002851, 2.581829, 1.539808
5A6R, 1.316189, 0.001131, 1.043186, 0.271872
4UF0, 0.203363, 0.000138, 0.191453, 0.011771
3RMU, 6.886711, 0.365252, 5.098476, 1.422982
4LGC, 0.481415, 0.023348, 0.330355, 0.127712
3UVJ, 2.211514, 0.000223, 1.221866, 0.989424
3IU6, 0.116384, 0.001792, 0.088305, 0.026287
4D6R, 8.143153, 0.314347, 5.803331, 2.025475
4I95, 0.500960, 0.019864, 0.410014, 0.071083
2RCD, 1.919254, 0.059107, 1.487057, 0.373091
5DKC, 0.000328, 0.000022, 0.000296, 0.000010
1VM6, 12.667122, 0.619722, 8.839144, 3.208256
4MXN, 0.176241, 0.000112, 0.143807, 0.032321
1VLW, 124.370351, 8.852989, 76.553365, 38.963998
4QE0, 1.864427, 0.017528, 1.663159, 0.183740
3U1W, 0.744144, 0.006879, 0.605026, 0.132239
4Q6F, 5.424761, 0.181286, 3.967289, 1.276186
3E4V, 6.586000, 0.494489, 4.142033, 1.949478
2Y7B, 2.099724, 0.017760, 1.456848, 0.625116
4MJF, 1.255346, 0.062983, 0.967621, 0.224742
2R9V, 2.656356, 0.167171, 1.901925, 0.587261
4QTC, 0.653552, 0.000360, 0.586274, 0.066918
4NW4, 10.232713, 0.875848, 6.558287, 2.798577
5A14, 0.001033, 0.000051, 0.000955, 0.000028
1VKO, 7.885020, 0.154889, 6.757741, 0.972390
2X4D, 15.331816, 1.561063, 8.217508, 5.553246
4PXY, 0.301042, 0.000132, 0.276349, 0.024561
2AMU, 0.000000, 0.000000, 0.000000, 0.000000
4HPE, 0.257199, 0.014886, 0.205628, 0.036685

